Time [s], Analyzer Name, Decoded Protocol Result
1.022009500000000,SPI,MOSI: E (0x45);  MISO: '0' (0x00)
1.022078875000000,SPI,MOSI: '1' (0x01);  MISO: '0' (0x00)
1.022157500000000,SPI,MOSI: F (0x46);  MISO: '0' (0x00)
1.022226812500000,SPI,MOSI: '19' (0x13);  MISO: '0' (0x00)
1.022431875000000,SPI,MOSI: '4' (0x04);  MISO: '0' (0x00)
1.022500250000000,SPI,MOSI: '7' (0x07);  MISO: '0' (0x00)
1.026128000000000,SPI,MOSI: '0' (0x00);  MISO: ' ' (0x20)
1.026196375000000,SPI,MOSI: '255' (0xFF);  MISO: '0' (0x00)
1.026406812500000,SPI,MOSI: '1' (0x01);  MISO: '0' (0x00)
1.026472250000000,SPI,MOSI: '255' (0xFF);  MISO: '0' (0x00)
1.026562562500000,SPI,MOSI: '7' (0x07);  MISO: '0' (0x00)
1.026628500000000,SPI,MOSI: '26' (0x1A);  MISO: '0' (0x00)
1.026712250000000,SPI,MOSI: '14' (0x0E);  MISO: '0' (0x00)
1.026907125000000,SPI,MOSI: Z (0x5A);  MISO: '0' (0x00)
1.026987187500000,SPI,MOSI: '15' (0x0F);  MISO: '0' (0x00)
1.027057000000000,SPI,MOSI: '0' (0x00);  MISO: '0' (0x00)
1.027135125000000,SPI,MOSI: '16' (0x10);  MISO: '0' (0x00)
1.027203500000000,SPI,MOSI: Z (0x5A);  MISO: '0' (0x00)
1.027409062500000,SPI,MOSI: '17' (0x11);  MISO: '0' (0x00)
1.027477937500000,SPI,MOSI: Z (0x5A);  MISO: '0' (0x00)
1.027558000000000,SPI,MOSI: '18' (0x12);  MISO: '0' (0x00)
1.027626875000000,SPI,MOSI: '0' (0x00);  MISO: '0' (0x00)
1.027705000000000,SPI,MOSI: '19' (0x13);  MISO: '0' (0x00)
1.027899875000000,SPI,MOSI: Z (0x5A);  MISO: '0' (0x00)
1.027979937500000,SPI,MOSI: '20' (0x14);  MISO: '0' (0x00)
1.028048812500000,SPI,MOSI: '31' (0x1F);  MISO: '0' (0x00)
1.028132750000000,SPI,MOSI: '2' (0x02);  MISO: '0' (0x00)
1.028197750000000,SPI,MOSI: @ (0x40);  MISO: '0' (0x00)
1.028401812500000,SPI,MOSI: '3' (0x03);  MISO: '0' (0x00)
1.028470687500000,SPI,MOSI: '0' (0x00);  MISO: '0' (0x00)
1.028548812500000,SPI,MOSI: '0' (0x00);  MISO: '0' (0x00)
1.028617187500000,SPI,MOSI: '255' (0xFF);  MISO: '0' (0x00)
1.028698750000000,SPI,MOSI: '1' (0x01);  MISO: '0' (0x00)
1.028893062500000,SPI,MOSI: '255' (0xFF);  MISO: '0' (0x00)
1.028979062500000,SPI,MOSI: '22' (0x16);  MISO: '0' (0x00)
1.029048875000000,SPI,MOSI: '192' (0xC0);  MISO: '0' (0x00)
1.029127500000000,SPI,MOSI: @ (0x40);  MISO: '0' (0x00)
1.029195875000000,SPI,MOSI: '2' (0x02);  MISO: '0' (0x00)
1.029399937500000,SPI,MOSI: A (0x41);  MISO: '0' (0x00)
1.029468812500000,SPI,MOSI: '4' (0x04);  MISO: '0' (0x00)
1.029547437500000,SPI,MOSI: B (0x42);  MISO: '0' (0x00)
1.029612875000000,SPI,MOSI: r (0x72);  MISO: '0' (0x00)
1.029696375000000,SPI,MOSI: C (0x43);  MISO: '0' (0x00)
1.029765687500000,SPI,MOSI: '1' (0x01);  MISO: '0' (0x00)
1.029969812500000,SPI,MOSI: D (0x44);  MISO: '0' (0x00)
1.030038687500000,SPI,MOSI: '19' (0x13);  MISO: '0' (0x00)
1.030118250000000,SPI,MOSI: E (0x45);  MISO: '0' (0x00)
1.030187625000000,SPI,MOSI: '1' (0x01);  MISO: '0' (0x00)
1.030391750000000,SPI,MOSI: F (0x46);  MISO: '0' (0x00)
1.030461062500000,SPI,MOSI: '19' (0x13);  MISO: '0' (0x00)
1.030540687500000,SPI,MOSI: '4' (0x04);  MISO: '0' (0x00)
1.030609062500000,SPI,MOSI: '7' (0x07);  MISO: '0' (0x00)
1.034160312500000,SPI,MOSI: '0' (0x00);  MISO: ' ' (0x20)
